userName,verified,itemName,brand,category,price,reviewTime,rating,summary,vote_level,new_ser_dev,ML_ITEM_NAME,Positive Phrases,Negative Phrases
Stevan Davis,TRUE,Prevue Pet Products 62606 Calypso Creations Club Bird Toy,Prevue Pet Products,Pet_Supplies,11.16,1/1/18,5,Parrots love/need toys. If their human companion is not ...,1. Votes - 0,stevandavis,N,TBC,TBC
Judy Reynolds,TRUE,"Sizzix 660978 Thinlits Die Set, Woodlands by Tim Holtz, 2/pack",Sizzix,Arts_Crafts_and_Sewing,8.7,1/1/18,5,Five Stars,1. Votes - 0,judyreynolds,N,TBC,TBC
CCW,TRUE,"Pet Stain &amp; Odor Miracle - Enzyme Cleaner for Dog and Cat Urine, Feces, Vomit, Drool",Sunny & Honey,Pet_Supplies,19.97,1/1/18,4,Visual solution but not perfect,1. Votes - 0,ccw,N,TBC,TBC
Jerrel Lewis,TRUE,"Jerky Treats Tender Beef Strips Dog Snacks, 60 oz/Large",Jerky Treats,Pet_Supplies,16.69,1/1/18,5,Five Stars,1. Votes - 0,jerrellewis,N,TBC,TBC
Old Navy,TRUE,"Roland Cornichons Gherkins, Extra Fine, 148 Ounce",Roland,Grocery_and_Gourmet_Food,16.94,1/1/18,5,HUGE can of GOOD pickles.,1. Votes - 0,oldnavy,N,TBC,TBC
SmartShoppa,TRUE,Royal Canin Feline Health Nutrition Special 33 Dry Cat Food,Royal Canin,Pet_Supplies,26.09,1/1/18,5,Very palatable to even a finicky-mecurial older cat.,1. Votes - 0,smartshoppa,N,TBC,TBC
Bill,TRUE,"Ernie Ball Not Even Slinky Nickel Wound Set, .012 - .056",Ernie Ball,Musical_Instruments,4.99,1/1/18,5,Five Stars,1. Votes - 0,bill,N,TBC,TBC
JR44,TRUE,"Ernie Ball Not Even Slinky Nickel Wound Set, .012 - .056",Ernie Ball,Musical_Instruments,4.99,1/1/18,4,Good strings,1. Votes - 0,jr44,N,TBC,TBC
Lori May Fischer,TRUE,"Elixir Strings Electric Guitar Strings w POLYWEB Coating, Light (.010-.046)",Elixir,Musical_Instruments,10.24,1/1/18,5,Five Stars,1. Votes - 0,lorimayfischer,N,TBC,TBC
pjn,TRUE,"Comfy Cone The Original, Soft Pet Recovery Collar with Removable Stays",All Four Paws,Pet_Supplies,15,1/1/18,2,Too stiff for what I was looking for.,1. Votes - 0,pjn,N,TBC,TBC
Amazon Customer,TRUE,"Ernie Ball Not Even Slinky Nickel Wound Set, .012 - .056",Ernie Ball,Musical_Instruments,4.99,1/1/18,5,Great!,1. Votes - 0,amazoncustomer,N,TBC,TBC
Jack  B. Nimble,FALSE,"Pure Coconut Extract, 32 Ounce",OliveNation,Grocery_and_Gourmet_Food,24.53,1/1/18,1,Don't waste your money.,1. Votes - 0,jackbnimble,N,TBC,TBC
Ursus_Uken,TRUE,"DAddario Accessories Pro-Winder Guitar String Winder and Cutter  All-In-1 Restringing Tool  Includes Clippers, Bridge Pin Puller, Peg Winder  Designed to Fit Most Guitars",D'Addario Accessories,Musical_Instruments,10.99,1/1/18,5,Five Stars,1. Votes - 0,ursus_uken,N,TBC,TBC
Alan D. Davis,TRUE,"Elixir Strings 80/20 Bronze Acoustic Guitar Strings w POLYWEB Coating, Light/Medium (.012-.056)",Elixir,Musical_Instruments,10.82,1/1/18,5,Five Stars,1. Votes - 0,alanddavis,N,TBC,TBC
Markia,FALSE,"Galaxy S5 Case, ModeBlu [Mode Diary Series] [Gold] Wallet Case ID Credit Card Cash Slots Premium Synthetic Leather [Stand View] for Samsung Galaxy S5",ModeBlu,Cell_Phones_and_Accessories,13,1/1/18,5,Love it awesome everything is there in one place i ...,1. Votes - 0,markia,N,TBC,TBC
Jkaustin02,FALSE,"Pogi&rsquo;s Poop Bags - Large, Earth-Friendly, Leak-Proof Dog Waste Bags",Pogi's Pet Supplies,Pet_Supplies,8.99,1/1/18,5,"Sturdy bags, not thin",1. Votes - 0,jkaustin02,N,TBC,TBC
Nanc,TRUE,"Pogi&rsquo;s Poop Bags - Large, Earth-Friendly, Leak-Proof Dog Waste Bags",Pogi's Pet Supplies,Pet_Supplies,8.99,1/1/18,4,Still not unscented,1. Votes - 0,nanc,N,TBC,TBC
Tim C,TRUE,Guardian Gear ProSelect Empire Dog Cage,ProSelect,Pet_Supplies,361.99,1/1/18,5,My dog is a pit mix and could easily escape from the basic folding-style of crate,1. Votes - 0,timc,N,TBC,TBC
CH,TRUE,Honey - 2 Lbs Melt and Pour Soap Base - Our Earth's Secrets,Our Earth's Secrets,Arts_Crafts_and_Sewing,14.95,1/1/18,4,Great Beginner's Soap Base!,2. Votes < 10,ch,N,TBC,TBC
Jack  B. Nimble,FALSE,"Pure Coconut Extract, 32 Ounce",OliveNation,Grocery_and_Gourmet_Food,24.53,1/1/18,1,Don't waste your money,2. Votes < 10,jackbnimble,N,TBC,TBC
S. Alvarez,TRUE,Petstages Tower of Tracks Cat Toy,Petstages,Pet_Supplies,9.76,1/1/18,5,I have 2 kitties who love to play with toys,1. Votes - 0,salvarez,N,TBC,TBC
P. Labault,TRUE,Acurel Economy Activated Filter Carbon Pellets,Acurel LLC,Pet_Supplies,13.56,1/1/18,5,Fantastic item for the price.,1. Votes - 0,plabault,N,TBC,TBC
Pa,TRUE,Petstages Tower of Tracks Cat Toy,Petstages,Pet_Supplies,9.76,1/1/18,5,Five Stars,1. Votes - 0,pa,N,TBC,TBC
Marcia,TRUE,Petstages Tower of Tracks Cat Toy,Petstages,Pet_Supplies,9.76,1/1/18,5,Entertaining,1. Votes - 0,marcia,N,TBC,TBC
Anna C. Wilson,TRUE,JW Pet JW Ruffians Treat Puzzler Amaze-A-Ball,JW Pet,Pet_Supplies,8.99,1/1/18,5,Five Stars,1. Votes - 0,annacwilson,N,TBC,TBC
Some Amazon Customer,TRUE,"Katz Gluten Free Personal Pie Variety Pack | 1 Apple, 1 Blueberry, 1 Cherry, 1 Pumpkin | Dairy, Nut, Soy and Gluten Free | Kosher (1 Pack of each)",Katz Gluten Free,Grocery_and_Gourmet_Food,31.96,1/1/18,5,Good enough to make you think you got pie at a diner.,1. Votes - 0,someamazoncustomer,N,TBC,TBC
Amazon Customer,TRUE,Milk-Bone Brushing Chews Daily Dental Dog Treats,Milk-Bone,Pet_Supplies,5,1/1/18,5,Great product,1. Votes - 0,amazoncustomer,N,TBC,TBC
Amazon Customer,TRUE,Milk-Bone Brushing Chews Daily Dental Dog Treats,Milk-Bone,Pet_Supplies,5,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Alan D. Davis,TRUE,"Elixir Strings 80/20 Bronze Acoustic Guitar Strings w POLYWEB Coating, Extra Light (.010-.047)",Elixir,Musical_Instruments,12.55,1/1/18,5,Five Stars,1. Votes - 0,alanddavis,N,TBC,TBC
JR44,TRUE,Pearl CH70 Boom Cymbal Holder,Pearl,Musical_Instruments,34.96,1/1/18,4,Good buy,1. Votes - 0,jr44,N,TBC,TBC
Judy,TRUE,"iPhone 6S / 6 ? Premium Quality ? Tempered Glass Screen Protector by Voxkin Invisible Protective Glass for iPhone 6 - Scratch Free, Anti Fingerprint - Crystal Clear HD Display",Voxkin,Cell_Phones_and_Accessories,6.99,1/1/18,5,Five Stars,1. Votes - 0,judy,N,TBC,TBC
Keyser Mejia,TRUE,Zildjian 5A Nylon Black Dip Drumsticks,Avedis Zildjian Company,Musical_Instruments,13.92,1/1/18,5,Lets ypu have a Good Grip,1. Votes - 0,keysermejia,N,TBC,TBC
R. Lynn,TRUE,PetSafe ScoopFree Anti-Tracking Litter Mat,PetSafe,Pet_Supplies,10.99,1/1/18,5,Works Great!,1. Votes - 0,rlynn,N,TBC,TBC
It&#039;s a Tzu,TRUE,Curved Rainbow Colored Titanium Tipped EZ Snips (4.5in) Embroidery Scissors from ThreadNanny,ThreadNanny,Arts_Crafts_and_Sewing,20.95,1/1/18,1,"DULL, DULL DULL blades",1. Votes - 0,it&#039;satzu,N,TBC,TBC
Elizabeth Xavier,TRUE,MidWest Homes for Pets Dog Crate | iCrate Single Door &amp; Double Door Folding Metal Dog Crates,MidWest Homes for Pets,Pet_Supplies,73.99,1/1/18,5,Love it!,1. Votes - 0,elizabethxavier,N,TBC,TBC
patrick,TRUE,"SENTRY Capguard (nitenpyram) Oral Flea Control Medication, 2-25 lbs, 6 count",SENTRY Pet Care,Pet_Supplies,31.95,1/1/18,4,Four Stars,1. Votes - 0,patrick,N,TBC,TBC
David S,TRUE,3 Pack | Ernie Ball Guitar Strings | Extra Slinky | Electric | 08-38,Ernie Ball,Musical_Instruments,14.58,1/1/18,5,Excellent,1. Votes - 0,davids,N,TBC,TBC
LynneLynne,TRUE,"3L Scrapbook Adhesives E-Z Dots Repositionable Refillable Runner Refill Cartridge, 43 Feet",SCRAPBOOK ADHESIVES BY 3L,Arts_Crafts_and_Sewing,7.2,1/1/18,1,Very disappointed.,1. Votes - 0,lynnelynne,N,TBC,TBC
NoMan,TRUE,"NaturVet Glucosamine DS Level 1 Maintenance, Joint Care Support Supplement for Dogs and Cats, Soft Chews, Made in the USA",NaturVet,Pet_Supplies,21.99,1/1/18,5,This Glucosamine DS Is Amazing!,1. Votes - 0,noman,N,TBC,TBC
SY,TRUE,Noz2Noz Soft-Krater Indoor and Outdoor Crate for Pets,Noz2Noz,Pet_Supplies,74.59,1/1/18,5,Five Stars,1. Votes - 0,sy,N,TBC,TBC
Carolyne,TRUE,"Nylabone Just For Puppies Wolf Ring and Flexi Bone Puppy Dog Chew Toy, Combo Pack",Nylabone,Pet_Supplies,6.09,1/1/18,4,The dogs love them but they don't last very long,1. Votes - 0,carolyne,N,TBC,TBC
Gano Inc,TRUE,Pet Odor Exterminator Candle Orange Lemon Splash Jar (13 oz),Specialty Pet Products,Pet_Supplies,11.99,1/1/18,5,Five Stars,1. Votes - 0,ganoinc,N,TBC,TBC
Jim,TRUE,"USB-C PD Desktop Charger, ZeroLemon 75W 4-Port PD Smart Charger with QC 3.0 for Apple, Samsung, Computers and More",ZEROLEMON,Cell_Phones_and_Accessories,49.99,1/1/18,3,... there was a retractable power plug and not a stupid cable.,1. Votes - 0,jim,N,TBC,TBC
Katy,TRUE,SportPet Designs Foldable Travel Cat Carrier - Front Door Plastic Collapsible Carrier Collection,SportPet Designs,Pet_Supplies,32.99,1/1/18,5,It is really easy to put together and fold back up,1. Votes - 0,katy,N,TBC,TBC
TDL,TRUE,"YMC Premium Strap Locks (4 Pair) - 2 Red, 2 Blue, 2 Black, 2 Clear",YMC,Musical_Instruments,4.77,1/1/18,3,It seems OK for an Electric Guitar but good luck installing these on the back end pin of ...,1. Votes - 0,tdl,N,TBC,TBC
Michelle,FALSE,"iPhone 8 Plus Case, Vofolen iPhone 8 Plus Wallet Case Card Holder ID Slot Sliding Cover Hidden Pocket Dual Layer Bumper Armor Anti-Scratch Protective Hard Shell for iPhone 8 Plus 7 Plus - Rose Gold",Vofolen,Cell_Phones_and_Accessories,6.98,1/1/18,3,so-so,1. Votes - 0,michelle,N,TBC,TBC
Michael G,TRUE,"Merrick Texas Hold Em'S Lamb Lung Fillets Treats For Dogs, 12-Ounce",Merrick,Pet_Supplies,22.09,1/1/18,4,Great product,1. Votes - 0,michaelg,N,TBC,TBC
pjn,TRUE,"Nature's Recipe Wet Dog Food, 2.75 oz Cup",Nature's Recipe,Pet_Supplies,49.48,1/1/18,1,NOT USA,1. Votes - 0,pjn,N,TBC,TBC
Tx bigfoot,TRUE,Nature's Recipe Wet Dog Food Cuts in Gravy,Nature's Recipe,Pet_Supplies,13.99,1/1/18,4,Four Stars,1. Votes - 0,txbigfoot,N,TBC,TBC
Jeff P.,TRUE,Technics Needle Gauge Adjustment,Technics,Musical_Instruments,6.2,1/1/18,5,Makes mounting a new cartridge relatively effortless and the price is awesome,1. Votes - 0,jeffp,N,TBC,TBC
U2,TRUE,JW Pet Company iSqueak Bone Rubber Dog Toy,JW Pet,Pet_Supplies,5.99,1/1/18,5,Great for big dogs,1. Votes - 0,u2,N,TBC,TBC
J. A. Buxton,TRUE,Milliard Thermal Cat Mat,Milliard,Pet_Supplies,18.99,1/1/18,5,My three cats really love sleeping on this mat curled up together.,1. Votes - 0,jabuxton,N,TBC,TBC
SY,TRUE,"Pet Gear Easy Step III Pet Stairs, 3-Step for Cats/Dogs, Removable Washable Carpet Treads",Pet Gear,Pet_Supplies,52.99,1/1/18,4,Four Stars,1. Votes - 0,sy,N,TBC,TBC
butterflywebgraphics.com,FALSE,"NESTLE COFFEE-MATE Coffee Creamer, Hazelnut, liquid creamer singles, Pack of 180",Nestle Coffee Mate,Grocery_and_Gourmet_Food,22.11,1/1/18,1,Not Dairy Free!,1. Votes - 0,butterflywebgraphicscom,N,TBC,TBC
Debra Ponzetti,TRUE,Zilla Reptile Terrarium Bedding Substrate Liner,Zilla,Pet_Supplies,7.49,1/1/18,5,Five Stars,1. Votes - 0,debraponzetti,N,TBC,TBC
U2,TRUE,"Valeton Guitar Wah Effects Pedal, Yellow (CAW-1)",Valeton,Musical_Instruments,7.99,1/1/18,3,Meh,1. Votes - 0,u2,N,TBC,TBC
rochelle foles,TRUE,"Resco Anti-Static Dog, Cat, and Pet Rotating Pin Comb and Kits",Resco,Pet_Supplies,12.14,1/1/18,5,super for both matt removal and your beasties comfort,1. Votes - 0,rochellefoles,N,TBC,TBC
Ghost writer,TRUE,Pet Qwerks Talking Babble Ball Dog Toy,Pet Qwerks,Pet_Supplies,6.55,1/1/18,2,Two Stars,1. Votes - 0,ghostwriter,N,TBC,TBC
Camellia Perrel,TRUE,DoggieLawn Disposable Dog Potty with Real Grass,DoggieLawn,Pet_Supplies,27,1/1/18,5,I am so happy I got this grass for my little dog,1. Votes - 0,camelliaperrel,N,TBC,TBC
Tim Kingery,TRUE,Donner Guitar Pedal Board Case DB-2 Aluminium Pedalboard 20'' x 8'' with Bag,Donner,Musical_Instruments,7.99,1/1/18,3,Best detail and photos of the Donner DB-2,2. Votes < 10,timkingery,N,TBC,TBC
Leann,TRUE,"Altoids Arctic Strawberry Mints, 1.2 Ounce (8 Packs)",Altoids,Grocery_and_Gourmet_Food,13.82,1/1/18,5,Five Stars,1. Votes - 0,leann,N,TBC,TBC
TARA CARLIN,FALSE,Spot Farms All Natural Human Grade Dog Treats,Spot Farms,Pet_Supplies,24.39,1/1/18,5,Dogs love these treats!,1. Votes - 0,taracarlin,N,TBC,TBC
Sweens,TRUE,Planet Dog Orbee-Tuff Glow for Good Dog Toys,Planet Dog,Pet_Supplies,13.95,1/1/18,4,"Great quality ball, just pricey",1. Votes - 0,sweens,N,TBC,TBC
itor,TRUE,"Leather and Vinyl Repair Kit - Furniture, Couch, Car Seats, Sofa, Jacket, Purse, Belt, Shoes | Genuine, Italian, Bonded, Bycast, PU, Pleather |No Heat Required | Repair &amp; Restore",FORTIVO,Arts_Crafts_and_Sewing,18.45,1/1/18,4,"Works well, hard to get right color",1. Votes - 0,itor,N,TBC,TBC
MyfurbabiesMom,TRUE,"Pet Qwerks Animal Sounds Babble Ball Interactive Dog Toy, Makes Barnyard &amp; Jungle Sounds When Touched",Pet Qwerks,Pet_Supplies,8.32,1/1/18,5,Fun toy for pups!,1. Votes - 0,myfurbabiesmom,N,TBC,TBC
Prokop,TRUE,Protec Flute Case Cover,ProTec,Musical_Instruments,33.99,1/1/18,5,Best case cover out there,1. Votes - 0,prokop,N,TBC,TBC
KentuckyRob,TRUE,WUHAN WU104-12 China Cymbal,WUHAN,Musical_Instruments,0.91,1/1/18,4,Okay Sound,1. Votes - 0,kentuckyrob,N,TBC,TBC
Ghost writer,TRUE,"PetSilver Wound Spray with Chelated Silver. Rapid Healing for Hot Spots, Cuts, Scrapes, Bacteria &amp; Fungal Infections, Dry Itchy Skin. Kills a Broad Spectrum of Harmful Bacteria",PetSilver,Pet_Supplies,18.32,1/1/18,4,Pricey but it works,1. Votes - 0,ghostwriter,N,TBC,TBC
Michael,TRUE,OtterBox Symmetry Case for LG G4 - Retail Packaging - White/Gunmetal Grey (Not Compatible with Leather LG G4),OtterBox,Cell_Phones_and_Accessories,4.99,1/1/18,5,Some I don't really like the look,1. Votes - 0,michael,N,TBC,TBC
Abbey S.,TRUE,Basis Pet Made in the USA Low Profile Stainless Steel Cat Dish,Basis Pet,Pet_Supplies,89.99,1/1/18,5,"really sweet bowls, with quality you can see and feel",1. Votes - 0,abbeys,N,TBC,TBC
J. Roberts,FALSE,"Paleo Pancake and Waffle Mix by Birch Benders, Low-Carb, High Protein, High Fiber, Gluten-free, Low Glycemic, Prebiotic, Keto-Friendly, Made with Cassava, Coconut and Almond Flour, 12 Ounce",Birch Benders,Grocery_and_Gourmet_Food,4.99,1/1/18,4,Scrumptious pancakes - just fewer of them than you might expect.,1. Votes - 0,jroberts,N,TBC,TBC
Kristina,FALSE,"Paleo Pancake and Waffle Mix by Birch Benders, Low-Carb, High Protein, High Fiber, Gluten-free, Low Glycemic, Prebiotic, Keto-Friendly, Made with Cassava, Coconut and Almond Flour, 12 Ounce",Birch Benders,Grocery_and_Gourmet_Food,4.99,1/1/18,5,Quick and easy pancakes that are organic and taste delicious,1. Votes - 0,kristina,N,TBC,TBC
Jan Balls,TRUE,"eZthings Designer Decorating Lace and Trims for Sewing and Craft Projects (3 Yard, Flower A)",eZthings,Arts_Crafts_and_Sewing,7.99,1/1/18,5,Five Stars,1. Votes - 0,janballs,N,TBC,TBC
chris,TRUE,CNZ Digital LCD Thermometer for Aquarium Fish Tank Vivarium Reptile Terrarium,CNZ,Pet_Supplies,5.85,1/1/18,5,Replaced one that died after 6 years. On the ...,1. Votes - 0,chris,N,TBC,TBC
KentuckyRob,TRUE,DrumDial Precision Drum Tuner,Drumdial,Musical_Instruments,59.49,1/1/18,4,works well,1. Votes - 0,kentuckyrob,N,TBC,TBC
J Harmon,TRUE,Alice Electric Bass Strings Set 5 String Medium Steel Nickel Wound,Alice,Musical_Instruments,17.79,1/1/18,5,Pretty darn good for cheap strings,1. Votes - 0,jharmon,N,TBC,TBC
Mackerel Bob,TRUE,On-Stage MSA9508 Posi-Lok Sidemount Microphone Boom,OnStage,Musical_Instruments,0.91,1/1/18,4,Very Sturdy,1. Votes - 0,mackerelbob,N,TBC,TBC
Berta,TRUE,SuperB Polyester Embroidery Thread 40wt 5000m. White 010,Superpunch,Arts_Crafts_and_Sewing,7.99,1/1/18,5,It is a great thread. No shredding issues,1. Votes - 0,berta,N,TBC,TBC
Betty&#039;s special orders,TRUE,AKC Reversible Cozy Coat,American Kennel Club,Pet_Supplies,16.02,1/1/18,4,All things are not as you expect them to be.,1. Votes - 0,betty&#039;sspecialorders,N,TBC,TBC
JR44,TRUE,Drum Keys 3-pack By Drum Starz,Drum Starz,Musical_Instruments,6.47,1/1/18,4,They work,1. Votes - 0,jr44,N,TBC,TBC
AmazonShoppingAddict,TRUE,"Tetra-Teknica Essentials Series EGH-01NW-2P Hardwood Home &amp; Studio Guitar Hanger, 2 Pack",Tetra-Teknica,Musical_Instruments,9.98,1/1/18,4,Good quality hooks for hanging your geetars,1. Votes - 0,amazonshoppingaddict,N,TBC,TBC
Amazon Customer,TRUE,ZAGG InvisibleShield HD Screen Protection - HD Clarity + Premium Protection for Apple iWatch (38mm),ZAGG,Cell_Phones_and_Accessories,7.66,1/1/18,4,Four Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Candace,TRUE,Yellow Beeswax Bar-1LB Block By Beesworks&reg; - COSMETIC GRADE-Premium Quality For Many Uses&hellip;,Beesworks,Arts_Crafts_and_Sewing,10.99,1/1/18,4,Four Stars,1. Votes - 0,candace,N,TBC,TBC
Maryellen,TRUE,Purina Fancy Feast Flaked Feast Wet Cat Food - (24) 3 oz. Cans,Purina Fancy Feast,Pet_Supplies,13.68,1/1/18,4,Four Stars,1. Votes - 0,maryellen,N,TBC,TBC
SmartShoppa,TRUE,"Vetoquinol Enisyl-F Oral Paste for Cats, L-Lysine HCI Nutritional Supplement 100 ml",Vetoquinol,Pet_Supplies,29.45,1/1/18,5,"Good Product, Seems to help but not the greatest palatability.",1. Votes - 0,smartshoppa,N,TBC,TBC
egghead,TRUE,Betty Dain&quot;The Gripper&quot; Shampoo Bowl Neck Rest,Betty Dain,Pet_Supplies,23.11,1/1/18,4,Helps relieve neck pain,1. Votes - 0,egghead,N,TBC,TBC
Beth Akins,FALSE,"Midwest Curious Cat Cube, Cat House/Cat Condo",MidWest Homes for Pets,Pet_Supplies,28.74,1/1/18,5,Each of my 3 adult cats enjoy laying on top and sleeping/playing on the bottom,1. Votes - 0,bethakins,N,TBC,TBC
1 poodle lover,TRUE,SMALLLEE_LUCKY_STORE Various Pet Cat Dog Soft Padded Vest Harness Jacket with Leash Loop Small Dog Clothes,smalllee_lucky_store,Pet_Supplies,11.9,1/1/18,3,Very cute,1. Votes - 0,1poodlelover,N,TBC,TBC
Hayes,TRUE,Sizzix 661185 Mixed Media #2 Thinlits Die Set by Tim Holtz (3/Pack),Sizzix,Arts_Crafts_and_Sewing,12.22,1/1/18,5,Five Stars,1. Votes - 0,hayes,N,TBC,TBC
Laura,TRUE,"Litter Genie Plus Pail, Ultimate Cat Litter Disposal System, Locks Away Odors, Includes One Refill, Silver",Litter Genie,Pet_Supplies,15.29,1/1/18,5,Five Stars,1. Votes - 0,laura,N,TBC,TBC
Milo B.,TRUE,"Cape Cod Potato Chips, Reduced Fat Salt and Vinegar Kettle Cooked, 8 Ounce (Pack of 12)",Cape Cod,Grocery_and_Gourmet_Food,32.24,1/1/18,5,I love it,1. Votes - 0,milob,N,TBC,TBC
Lucian A. Sperta,TRUE,Drymate 12 by 20-Inch Cat Bowl with Place Mat in Fish Kitty Design,Drymate,Pet_Supplies,8.86,1/1/18,1,Nope!!,2. Votes < 10,lucianasperta,N,TBC,TBC
Destiny,TRUE,"Ground Kaffir Lime Leaves, used in Tom Yum Thai soup from Citrus Hystrix plant, Makrut, Kosher (2.2oz.)",Burma Spice,Grocery_and_Gourmet_Food,19.99,1/1/18,5,Great quality!,1. Votes - 0,destiny,N,TBC,TBC
Cheryl,TRUE,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free, Low Sugar, 1.4oz, 12 Count",KIND,Prime_Pantry,13.91,1/1/18,5,Five Stars,1. Votes - 0,cheryl,N,TBC,TBC
kb,TRUE,"Lavazza K-Cup Portion Pack for Keurig Brewers, Gran Selezione, 22 Count",Lavazza,Grocery_and_Gourmet_Food,22.29,1/1/18,4,I like the press,1. Votes - 0,kb,N,TBC,TBC
Amazon Customer,FALSE,"Vaseline Intensive Care Spray Lotion, Cocoa Radiant, 6.5 oz",VASELINE HBL,Prime_Pantry,5.48,1/1/18,3,Ok moisturizer,1. Votes - 0,amazoncustomer,N,TBC,TBC
MunchkinsMomsez,TRUE,"belVita Golden Oat Breakfast Biscuits, 5 Count Box, 8.8 Ounce (Pack of 6)",Belvita,Grocery_and_Gourmet_Food,17.04,1/1/18,1,Broken biscuits in shipments,1. Votes - 0,munchkinsmomsez,N,TBC,TBC
Tigerpaw357,TRUE,"STEVES PALEOGOODS Cinnamon PaleoKrunch Cereal, 7.5 OZ",Steve's PaleoGoods,Grocery_and_Gourmet_Food,8.89,1/1/18,5,GREAT SNACK,1. Votes - 0,tigerpaw357,N,TBC,TBC
Kyot,TRUE,"Knorr Pasta Side Dish, Chicken, 4.3 oz",Knorr,Prime_Pantry,0.99,1/1/18,3,Three Stars,1. Votes - 0,kyot,N,TBC,TBC
Midwest Mommy,TRUE,"Knorr Rice Side Dish, Medley, 5.6 oz",Knorr,Prime_Pantry,1.35,1/1/18,3,Three Stars,1. Votes - 0,midwestmommy,N,TBC,TBC
William E. Hoffman,TRUE,"Seeds of Change Brown &amp; Red Rice w/ Chia &amp; Kale, 8.5 Ounce, 6 Count",SEEDS OF CHANGE,Grocery_and_Gourmet_Food,16.96,1/1/18,4,Four Stars,1. Votes - 0,williamehoffman,N,TBC,TBC
Kyot,TRUE,"Knorr Fiesta Side Dish, Mexican Rice, 5.4 oz",Knorr,Prime_Pantry,2.55,1/1/18,3,Three Stars,1. Votes - 0,kyot,N,TBC,TBC
Dina A. Sollosi,TRUE,"Slim Jim Snack-Sized Smoked Meat Stick, Original Flavor, 14 Count",Slim Jim,Prime_Pantry,3.15,1/1/18,5,Nice snack,1. Votes - 0,dinaasollosi,N,TBC,TBC
islandgirl1056,TRUE,"Tombow 62107 Mono Adhesive Refill Permanent, 1/3-Inch-by-472-Inch",Tombow,Arts_Crafts_and_Sewing,6.23,1/1/18,5,Five Stars,1. Votes - 0,islandgirl1056,N,TBC,TBC
Bird,FALSE,"Reynolds Kitchens Cookie Baking Sheets Parchment Paper (SmartGrid, Non-Stick, 22 Sheets)",Reynolds,Prime_Pantry,2.98,1/1/18,5,Five Stars,1. Votes - 0,bird,N,TBC,TBC
Gully,TRUE,"Higgins &amp; Burke Single Serve Tea Capsules, Chai Glow Loose Leaf Tea, 24 Count, Premium Authentic Herbal Tea with Natural Blend",Higgins & Burke,Grocery_and_Gourmet_Food,21.98,1/1/18,5,Flavorful,1. Votes - 0,gully,N,TBC,TBC
Amazon Customer,TRUE,"KONG Floppy Ear Wubba Dog Toy, Large, Assorted Colors",KONG,Pet_Supplies,13.03,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Kyot,TRUE,"Festival Candy Eyes Treat Toppers, 2.9 Ounce",BRAND CASTLE,Grocery_and_Gourmet_Food,9.4,1/1/18,5,Five Stars,1. Votes - 0,kyot,N,TBC,TBC
Kyot,TRUE,"ROLO Holiday Chewy Caramels in Milk Chocolate, 36 Ounce",Rolo,Grocery_and_Gourmet_Food,17.08,1/1/18,5,Five Stars,1. Votes - 0,kyot,N,TBC,TBC
ohbegrey,TRUE,Barry's Tea Irish Breakfast Teabags (80) - Pack of 2,Barry's Tea,Grocery_and_Gourmet_Food,14.66,1/1/18,5,"Great taste, good price.",1. Votes - 0,ohbegrey,N,TBC,TBC
ohbegrey,TRUE,Barry's Tea Gold Blend 80 Count 2-pack,Barry's Tea,Grocery_and_Gourmet_Food,12.42,1/1/18,5,"Great taste, good price.",1. Votes - 0,ohbegrey,N,TBC,TBC
AH,TRUE,"Viva Naturals Organic Coconut Flour: Non-GMO, and Gluten-Free, 4 lb Bag",Viva Naturals,Grocery_and_Gourmet_Food,13.73,1/1/18,5,Five Stars,1. Votes - 0,ah,N,TBC,TBC
Tara,TRUE,Pistachio Butter - Raw Unsalted,The Pistachio Factory,Grocery_and_Gourmet_Food,12.99,1/1/18,2,I love nut butters and this was one of the worst,1. Votes - 0,tara,N,TBC,TBC
lovedogs,TRUE,"Ahmad Tea Herbalist Variety Gift Box, 60 Foil Enveloped Teabags",Ahmad Tea,Grocery_and_Gourmet_Food,11.55,1/1/18,5,Best of the best teas!! Both Herbal & Regular Black or Green Teas!!,2. Votes < 10,lovedogs,N,TBC,TBC
Gully,TRUE,"Grove Square Hot Cocoa Dark Chocolate, 24 Single Serve Cups",Grove Square,Grocery_and_Gourmet_Food,12.42,1/1/18,5,Warms you up,1. Votes - 0,gully,N,TBC,TBC
Amazon Customer,TRUE,Walkers Meaty Variety Potato Crisps 22 Pack,Walkers,Grocery_and_Gourmet_Food,17.14,1/1/18,5,My husband and son love these. A great mix,1. Votes - 0,amazoncustomer,N,TBC,TBC
FranPam,TRUE,"Traditional Medicinals Seasonal Sampler Variety Pack, 16 Tea Bags",Traditional Medicinals,Prime_Pantry,4.78,1/1/18,3,"Some good, some bad",1. Votes - 0,franpam,N,TBC,TBC
